Call_ID,WrapUpName,AgentFirstName,TalkTime
0x2BFD23E2B4360083,A. Fresh Installation Call - Customer,CE0822947172,256
0x2BFD23E2B4400083,C. Service Request Call - Customer,CE0922947529,133
0x2BFD23E2B4470083,C. Service Request Call - Customer,CE101619856,192
0x2BFD23E2B4490083,C. Service Request Call - Customer,CE011929747,156
0x2BFD23E2B4550083,Other than Kent,CE0821939593,454
0x2BFD23E2B4570083,C. Service Request Call - Customer,CE0821939700,369
0x2BFD23E2B45F0083,WhatsApp Diverted,CE0921939837,119
0x2BFD23E2B4610083,E. Reminder Call -Service Or Complaint,CE1021940329,195
0x2BFD23E2B4640083,G.Repeat Complaint Within 15 Days,CE1021940769,180
0x2BFD23E2B48F0083,C. Service Request Call - Customer,CE1021940881,225
0x2BFD23E2B4AE0083,C. Service Request Call - Customer,CE1121941094,324
0x2BFD23E2B4B20083,C. Service Request Call - Customer,CE1121941505,535
0x2BFD23E2B4B70083,C. Service Request Call - Customer,CE0322943949,220
0x2BFD23E2B4C10083,C. Service Request Call - Customer,CE0422944328,97
0x2BFD23E2B4C50083,C. Service Request Call - Customer,CE0622945428,217
0x2BFD23E2B4C70083,C. Service Request Call - Customer,CE0822947172,135
0x2BFD23E2B4CF0083,C. Service Request Call - Customer,CE0922947529,187
0x2BFD23E2B4D20083,C. Service Request Call - Customer,CE101619856,217
0x2BFD23E2B4D90083,WhatsApp Diverted,CE011929747,223
0x2BFD23E2B4E50083,C. Service Request Call - Customer,CE0821939593,247
0x2BFD23E2B4F20083,U.Enquiry Call,CE0821939700,176
0x2BFD23E2B5030083,E. Reminder Call -Service Or Complaint,CE0921939837,116
0x2BFD23E2B50B0083,R.Blank Call,CE1021940329,76
0x2BFD23E2B50D0083,C. Service Request Call - Customer,CE1021940769,149
0x2BFD23E2B5160083,C. Service Request Call - Customer,CE1021940881,208
0x2BFD23E2B5360083,C. Service Request Call - Customer,CE1121941094,212
0x2BFD23E2B5480083,E. Reminder Call -Service Or Complaint,CE1121941505,125
0x2BFD23E2B54E0083,C. Service Request Call - Customer,CE0322943949,404
0x2BFD23E2B56B0083,U.Enquiry Call,CE0422944328,83
0x2BFD23E2B5760083,C. Service Request Call - Customer,CE0622945428,173
0x2BFD23E2B5780083,C. Service Request Call - Customer,CE0822947172,144
0x2BFD23E2B57C0083,C. Service Request Call - Customer,CE0922947529,201
0x2BFD23E2B5840083,K. Call Transferred - Escalation,CE101619856,503
0x2BFD23E2B5A00083,C. Service Request Call - Customer,CE011929747,158
0x2BFD23E2B5A50083,Call Disconnected By Customer,CE0821939593,19
0x2BFD23E2B5A70083,C. Service Request Call - Customer,CE0821939700,285
0x2BFD23E2B5B30083,U.Enquiry Call,CE0921939837,450
0x2BFD23E2B5B50083,C. Service Request Call - Customer,CE1021940329,358
0x2BFD23E2B5C00083,G.Repeat Complaint Within 15 Days,CE1021940769,266
0x2BFD23E2B5C20083,C. Service Request Call - Customer,CE1021940881,170
0x2BFD23E2B5C50083,R.Blank Call,CE1121941094,47
0x2BFD23E2B5C70083,C. Service Request Call - Customer,CE1121941505,156
0x2BFD23E2B5DE0083,U.Enquiry Call,CE0322943949,391
0x2BFD23E2B5F10083,C. Service Request Call - Customer,CE0422944328,312
0x2BFD23E2B5FA0083,C. Service Request Call - Customer,CE0622945428,180
0x2BFD23E2B61B0083,N. AMC Request - Renewal,CE0822947172,291
0x2BFD23E2B61D0083,C. Service Request Call - Customer,CE0922947529,343
0x2BFD23E2B61F0083,C. Service Request Call - Customer,CE101619856,269
0x2BFD23E2B6210083,C. Service Request Call - Customer,CE011929747,203
0x2BFD23E2B62B0083,U.Enquiry Call,CE0821939593,114
0x2BFD23E2B6370083,C. Service Request Call - Customer,CE0821939700,236
0x2BFD23E2B63D0083,G.Repeat Complaint Within 15 Days,CE0921939837,198
0x2BFD23E2B64B0083,K. Call Transferred - Escalation,CE1021940329,444
0x2BFD23E2B64D0083,WhatsApp Diverted,CE1021940769,75
0x2BFD23E2B6510083,C. Service Request Call - Customer,CE1021940881,451
0x2BFD23E2B6590083,C. Service Request Call - Customer,CE1121941094,451
0x2BFD23E2B6630083,C. Service Request Call - Customer,CE1121941505,190
0x2BFD23E2B6690083,E. Reminder Call -Service Or Complaint,CE0322943949,522
0x2BFD23E2B67D0083,E. Reminder Call -Service Or Complaint,CE0422944328,396
0x2BFD23E2B67F0083,C. Service Request Call - Customer,CE0622945428,251
0x2BFD23E2B6810083,C. Service Request Call - Customer,CE0822947172,457
0x2BFD23E2B68D0083,C. Service Request Call - Customer,CE0922947529,250
0x2BFD23E2B68F0083,C. Service Request Call - Customer,CE101619856,109
0x2BFD23E2B6970083,C. Service Request Call - Customer,CE011929747,141
0x2BFD23E2B6990083,C. Service Request Call - Customer,CE0821939593,183
0x2BFD23E2B69D0083,C. Service Request Call - Customer,CE0821939700,304
0x2BFD23E2B6A10083,C. Service Request Call - Customer,CE0921939837,267
0x2BFD23E2B6A40083,C. Service Request Call - Customer,CE1021940329,263
0x2BFD23E2B6A70083,Ringing No Answering,CE1021940769,0
0x2BFD23E2B6BE0083,AgentToAgent,CE1021940881,24
0x2BFD23E2B6C00083,R.Blank Call,CE1121941094,3
0x2BFD23E2B6C60083,U.Enquiry Call,CE1121941505,76
0x2BFD23E2B6D60083,Ringing No Answering,CE0322943949,0
0x2BFD23E2B6DB0083,C. Service Request Call - Customer,CE0422944328,210
0x2BFD23E2B6E80083,C. Service Request Call - Customer,CE0622945428,238
0x2BFD23E2B6ED0083,C. Service Request Call - Customer,CE0822947172,167
0x2BFD23E2B6F10083,C. Service Request Call - Customer,CE0922947529,157
0x2BFD23E2B6F30083,M.Re-Installtion or De-Installation,CE101619856,326
0x2BFD23E2B7210083,R.Blank Call,CE011929747,12
0x2BFD23E2B7240083,C. Service Request Call - Customer,CE0821939593,113
0x2BFD23E2B73A0083,WhatsApp Diverted,CE0821939700,115
0x2BFD23E2B73F0083,E. Reminder Call -Service Or Complaint,CE0921939837,226
0x2BFD23E2B7410083,C. Service Request Call - Customer,CE1021940329,286
0x2BFD23E2B74A0083,WhatsApp Diverted,CE1021940769,131
0x2BFD23E2B74C0083,M.Re-Installtion or De-Installation,CE1021940881,353
0x2BFD23E2B7540083,C. Service Request Call - Customer,CE1121941094,303
0x2BFD23E2B7690083,AgentToAgent,CE1121941505,42
0x2BFD23E2B76F0083,WhatsApp Diverted,CE0322943949,246
0x2BFD23E2B77B0083,C. Service Request Call - Customer,CE0422944328,340
0x2BFD23E2B7880083,C. Service Request Call - Customer,CE0622945428,282
0x2BFD23E2B7900083,A. Fresh Installation Call - Customer,CE0822947172,375
0x2BFD23E2B79C0083,C. Service Request Call - Customer,CE0922947529,327
0x2BFD23E2B7AF0083,WhatsApp Diverted,CE101619856,187
0x2BFD23E2B7BA0083,U.Enquiry Call,CE011929747,63
0x2BFD23E2B7C70083,A. Fresh Installation Call - Customer,CE0821939593,395
0x2BFD23E2B7C90083,C. Service Request Call - Customer,CE0821939700,186
0x2BFD23E2B7E20083,WhatsApp Diverted,CE0921939837,127
0x2BFD23E2B7EC0083,C. Service Request Call - Customer,CE1021940329,238
0x2BFD23E2B7EE0083,C. Service Request Call - Customer,CE1021940769,165
0x2BFD23E2B7F10083,U.Enquiry Call,CE1021940881,30
0x2BFD23E2B7F50083,C. Service Request Call - Customer,CE1121941094,183
0x2BFD23E2B7FD0083,AgentToAgent,CE1121941505,0
0x2BFD23E2B80E0083,G.Repeat Complaint Within 15 Days,CE0322943949,208
0x2BFD23E2B81C0083,C. Service Request Call - Customer,CE0422944328,341
0x2BFD23E2B8210083,R.Blank Call,CE0622945428,33
0x2BFD23E2B8270083,AgentToAgent,CE0822947172,0
0x2BFD23E2B82A0083,R.Blank Call,CE0922947529,17
0x2BFD23E2B8300083,C. Service Request Call - Customer,CE101619856,197
0x2BFD23E2B83A0083,C. Service Request Call - Customer,CE011929747,197
0x2BFD23E2B8410083,G.Repeat Complaint Within 15 Days,CE0821939593,128
0x2BFD23E2B84B0083,C. Service Request Call - Customer,CE0821939700,186
0x2BFD23E2B84E0083,U.Enquiry Call,CE0921939837,140
0x2BFD23E2B8590083,AgentToAgent,CE1021940329,1
0x2BFD23E2B85C0083,E. Reminder Call -Service Or Complaint,CE1021940769,149
0x2BFD23E2B86C0083,C. Service Request Call - Customer,CE1021940881,198
0x2BFD23E2B86E0083,R.Blank Call,CE1121941094,31
0x2BFD23E2B87B0083,U.Enquiry Call,CE1121941505,389
0x2BFD23E2B87D0083,C. Service Request Call - Customer,CE0322943949,190
0x2BFD23E2B87F0083,C. Service Request Call - Customer,CE0422944328,148
0x2BFD23E2B8920083,C. Service Request Call - Customer,CE0622945428,267
0x2BFD23E2B89C0083,C. Service Request Call - Customer,CE0822947172,213
0x2BFD23E2B8A00083,U.Enquiry Call,CE0922947529,62
0x2BFD23E2B8AF0083,C. Service Request Call - Customer,CE101619856,237
0x2BFD23E2B8B50083,C. Service Request Call - Customer,CE011929747,160
0x2BFD23E2B8CA0083,C. Service Request Call - Customer,CE0821939593,194
0x2BFD23E2B8CB0083,K. Call Transferred - Escalation,CE0821939700,355
0x2BFD23E2B8CE0083,C. Service Request Call - Customer,CE0921939837,397
0x2BFD23E2B8D60083,R.Blank Call,CE1021940329,27
0x2BFD23E2B8DE0083,E. Reminder Call -Service Or Complaint,CE1021940769,386
0x2BFD23E2B8E40083,C. Service Request Call - Customer,CE1021940881,201
0x2BFD23E2B9030083,G.Repeat Complaint Within 15 Days,CE1121941094,230
0x2BFD23E2B9070083,C. Service Request Call - Customer,CE1121941505,130
0x2BFD23E2B90C0083,R.Blank Call,CE0322943949,2
0x2BFD23E2B9170083,C. Service Request Call - Customer,CE0422944328,327
0x2BFD23E2B9250083,AgentToAgent,CE0622945428,0
0x2BFD23E2B9340083,WhatsApp Diverted,CE0822947172,120
0x2BFD23E2B9360083,G.Repeat Complaint Within 15 Days,CE0922947529,213
0x2BFD23E2B9380083,WhatsApp Diverted,CE101619856,208
0x2BFD23E2B9410083,R.Blank Call,CE011929747,17
0x2BFD23E2B9420083,C. Service Request Call - Customer,CE0821939593,447
0x2BFD23E2B9500083,C. Service Request Call - Customer,CE0821939700,155
0x2BFD23E2B9560083,C. Service Request Call - Customer,CE0921939837,131
0x2BFD23E2B9590083,U.Enquiry Call,CE1021940329,23
0x2BFD23E2B95C0083,C. Service Request Call - Customer,CE1021940769,110
0x2BFD23E2B9720083,C. Service Request Call - Customer,CE1021940881,236
0x2BFD23E2B9740083,C. Service Request Call - Customer,CE1121941094,296
0x2BFD23E2B9940083,G.Repeat Complaint Within 15 Days,CE1121941505,348
0x2BFD23E2B99F0083,R.Blank Call,CE0322943949,35
0x2BFD23E2B9A30083,G.Repeat Complaint Within 15 Days,CE0422944328,216
0x2BFD23E2B9AD0083,U.Enquiry Call,CE0622945428,61
0x2BFD23E2B9B20083,WhatsApp Diverted,CE0822947172,93
0x2BFD23E2B9BC0083,E. Reminder Call -Service Or Complaint,CE0922947529,123
0x2BFD23E2B9C40083,K. Call Transferred - Escalation,CE101619856,1536
0x2BFD23E2B9CD0083,U.Enquiry Call,CE011929747,35
0x2BFD23E2B9D70083,C. Service Request Call - Customer,CE0821939593,197
0x2BFD23E2B9DD0083,C. Service Request Call - Customer,CE0821939700,286
0x2BFD23E2B9E70083,U.Enquiry Call,CE0921939837,98
0x2BFD23E2B9E90083,WhatsApp Diverted,CE1021940329,93
0x2BFD23E2B9F20083,C. Service Request Call - Customer,CE1021940769,204
0x2BFD23E2B9F50083,E. Reminder Call -Service Or Complaint,CE1021940881,354
0x2BFD23E2BA110083,AgentToAgent,CE1121941094,61
0x2BFD23E2BA140083,C. Service Request Call - Customer,CE1121941505,397
0x2BFD23E2BA160083,C. Service Request Call - Customer,CE0322943949,152
0x2BFD23E2BA1A0083,C. Service Request Call - Customer,CE0422944328,177
0x2BFD23E2BA210083,C. Service Request Call - Customer,CE0622945428,228
0x2BFD23E2BA230083,G.Repeat Complaint Within 15 Days,CE0822947172,213
0x2BFD23E2BA280083,C. Service Request Call - Customer,CE0922947529,265
0x2BFD23E2BA510083,C. Service Request Call - Customer,CE101619856,169
0x2BFD23E2BA650083,C. Service Request Call - Customer,CE011929747,308
0x2BFD23E2BA690083,C. Service Request Call - Customer,CE0821939593,227
0x2BFD23E2BA700083,C. Service Request Call - Customer,CE0821939700,323
0x2BFD23E2BA720083,C. Service Request Call - Customer,CE0921939837,371
0x2BFD23E2BA740083,WhatsApp Diverted,CE1021940329,68
0x2BFD23E2BA780083,WhatsApp Diverted,CE1021940769,228
0x2BFD23E2BA870083,U.Enquiry Call,CE1021940881,69
0x2BFD23E2BA8C0083,C. Service Request Call - Customer,CE1121941094,219
0x2BFD23E2BA9B0083,C. Service Request Call - Customer,CE1121941505,302
0x2BFD23E2BAA10083,C. Service Request Call - Customer,CE0322943949,149
0x2BFD23E2BAA90083,A. Fresh Installation Call - Customer,CE0422944328,457
0x2BFD23E2BAAC0083,E. Reminder Call -Service Or Complaint,CE0622945428,257
0x2BFD23E2BAAE0083,C. Service Request Call - Customer,CE0822947172,148
0x2BFD23E2BAB20083,WhatsApp Diverted,CE0922947529,211
0x2BFD23E2BAB70083,C. Service Request Call - Customer,CE101619856,283
0x2BFD23E2BAC70083,O. AMC Request - Fresh,CE011929747,325
0x2BFD23E2BAD50083,G.Repeat Complaint Within 15 Days,CE0821939593,254
0x2BFD23E2BADB0083,C. Service Request Call - Customer,CE0821939700,433
0x2BFD23E2BADF0083,C. Service Request Call - Customer,CE0921939837,219
0x2BFD23E2BAE30083,G.Repeat Complaint Within 15 Days,CE1021940329,301
0x2BFD23E2BAE50083,G.Repeat Complaint Within 15 Days,CE1021940769,229
0x2BFD23E2BB020083,G.Repeat Complaint Within 15 Days,CE1021940881,128
0x2BFD23E2BB190083,K. Call Transferred - Escalation,CE1121941094,1994
0x2BFD23E2BB1D0083,R.Blank Call,CE1121941505,27
0x2BFD23E2BB210083,C. Service Request Call - Customer,CE0322943949,615
0x2BFD23E2BB230083,C. Service Request Call - Customer,CE0422944328,202
0x2BFD23E2BB350083,WhatsApp Diverted,CE0622945428,161
0x2BFD23E2BB370083,C. Service Request Call - Customer,CE0822947172,126
0x2BFD23E2BB3E0083,U.Enquiry Call,CE0922947529,36
0x2BFD23E2BB420083,C. Service Request Call - Customer,CE101619856,213
0x2BFD23E2BB440083,C. Service Request Call - Customer,CE011929747,321
0x2BFD23E2BB560083,E. Reminder Call -Service Or Complaint,CE0821939593,231
0x2BFD23E2BB590083,C. Service Request Call - Customer,CE0821939700,128
0x2BFD23E2BB5B0083,C. Service Request Call - Customer,CE0921939837,304
0x2BFD23E2BB620083,C. Service Request Call - Customer,CE1021940329,336
0x2BFD23E2BB6B0083,C. Service Request Call - Customer,CE1021940769,464
0x2BFD23E2BB6D0083,P.Details not available,CE1021940881,269
0x2BFD23E2BB700083,C. Service Request Call - Customer,CE1121941094,173
0x2BFD23E2BB780083,C. Service Request Call - Customer,CE1121941505,274
0x2BFD23E2BB7A0083,WhatsApp Diverted,CE0322943949,87
0x2BFD23E2BB7C0083,E. Reminder Call -Service Or Complaint,CE0422944328,142
0x2BFD23E2BB7E0083,M.Re-Installtion or De-Installation,CE0622945428,285
0x2BFD23E2BB820083,C. Service Request Call - Customer,CE0822947172,253
0x2BFD23E2BB980083,C. Service Request Call - Customer,CE0922947529,190
0x2BFD23E2BBBA0083,U.Enquiry Call,CE101619856,108
0x2BFD23E2BBBF0083,C. Service Request Call - Customer,CE011929747,163
0x2BFD23E2BBD10083,C. Service Request Call - Customer,CE0821939593,313
0x2BFD23E2BBD80083,C. Service Request Call - Customer,CE0821939700,234
0x2BFD23E2BBDA0083,H.Call Transferred - Sales,CE0921939837,445
0x2BFD23E2BBDE0083,C. Service Request Call - Customer,CE1021940329,296
0x2BFD23E2BBE90083,G.Repeat Complaint Within 15 Days,CE1021940769,305
0x2BFD23E2BBFB0083,U.Enquiry Call,CE1021940881,65
0x2BFD23E2BC110083,C. Service Request Call - Customer,CE1121941094,239
0x2BFD23E2BC2D0083,C. Service Request Call - Customer,CE1121941505,180
0x2BFD23E2BC360083,C. Service Request Call - Customer,CE0322943949,154
0x2BFD23E2BC550083,E. Reminder Call -Service Or Complaint,CE0422944328,161
0x2BFD23E2BC5D0083,C. Service Request Call - Customer,CE0622945428,230
0x2BFD23E2BC6D0083,U.Enquiry Call,CE0822947172,53
0x2BFD23E2BC720083,C. Service Request Call - Customer,CE0922947529,346
0x2BFD23E2BC760083,SQL Error-Callback,CE101619856,166
0x2BFD23E2BC7C0083,C. Service Request Call - Customer,CE011929747,196
0x2BFD23E2BC7F0083,C. Service Request Call - Customer,CE0821939593,170
0x2BFD23E2BC910083,WhatsApp Diverted,CE0821939700,111
0x2BFD23E2BC930083,C. Service Request Call - Customer,CE0921939837,192
0x2BFD23E2BC950083,A. Fresh Installation Call - Customer,CE1021940329,450
0x2BFD23E2BC9F0083,C. Service Request Call - Customer,CE1021940769,136
0x2BFD23E2BCA10083,U.Enquiry Call,CE1021940881,201
0x2BFD23E2BCBE0083,E. Reminder Call -Service Or Complaint,CE1121941094,135
0x2BFD23E2BCCA0083,C. Service Request Call - Customer,CE1121941505,139
0x2BFD23E2BCE30083,R.Blank Call,CE0322943949,38
0x2BFD23E2BD010083,C. Service Request Call - Customer,CE0422944328,171
0x2BFD23E2BD030083,C. Service Request Call - Customer,CE0622945428,227
0x2BFD23E2BD090083,AgentToAgent,CE0822947172,51
0x2BFD23E2BD120083,G.Repeat Complaint Within 15 Days,CE0922947529,287
0x2BFD23E2BD140083,C. Service Request Call - Customer,CE101619856,468
0x2BFD23E2BD160083,C. Service Request Call - Customer,CE011929747,190
0x2BFD23E2BD180083,A. Fresh Installation Call - Customer,CE0821939593,298
0x2BFD23E2BD1A0083,U.Enquiry Call,CE0821939700,174
0x2BFD23E2BD490083,R.Blank Call,CE0921939837,22
0x2BFD23E2BD4B0083,U.Enquiry Call,CE1021940329,116
0x2BFD23E2BD590083,C. Service Request Call - Customer,CE1021940769,163
